gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,carrier_count_chung,sample_size_chung,carrier_rate_chung,carrier_count_sg,carrier_rate_sg,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AMR,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AMR,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_chung,acmg_tier_sg,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AMR,acmg_tier_gnomAD-AFR,tier_hkgi,tier_chung,tier_sg,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AMR,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,at_risks_birth_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi,actual_at_risks_child_count_hkgi,actual_at_risks_positive_child_count_hkgi,actual_at_risks_birth_rate_hkgi,Is in NGS dead zone,Found in ClinGen with AR inheritance but missing in OMIM,OMIM/ClinGen AR Phenotype,AFR Exomes GCF,AFR Genomes GCF,AFR combined GCF,AMR Exomes GCF,AMR Genomes GCF,AMR Combined  GCF,ASJ Exomes GCF,ASJ Genomes GCF,ASJ Combined GCF,EAS Exomes GCF,EAS Genomes GCF,EAS Combined GCF,FIN Exomes GCF,FIN Genomes GCF,FIN Combined GCF,MID Exomes GCF,MID Genomes GCF,NFE Exomes GCF,NFE Genomes GCF,NFE Combined GCF,SAS Exomes GCF,SAS Genomes GCF,SAS Combined GCF,ACMG carrier screening list,FINDIS,Comments,MAX AF,Known technical challenges,>90% GCF contributed by a single variant with variant based GCF >0.5% (suppl table 9)
TNFRSF11B,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000029,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Paget disease of bone 5, juvenile-onset, 239000 (3), Autosomal recessive",0.000127,0.000048,0.00007,ND,ND,ND,0.000286,ND,0.000286,ND,ND,ND,ND,ND,ND,ND,ND,0.000022,0.000029,0.000023,ND,ND,ND,0,0,0,0.000285987,0,0
TRIM2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000088,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Charcot-Marie-Tooth disease, type 2R, 615490 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000007,0.000088,0.000012,ND,ND,ND,0,0,0,8.82E-05,0,0
ANKLE2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Microcephaly 16, primary, autosomal recessive, 616681 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000013,ND,0.000013,0.000046,ND,0.000046,0,0,0,4.64E-05,0,0
AP4S1,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.005961,0.005793,0.001568,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_3,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spastic paraplegia 52, autosomal recessive, 614067 (3), Autosomal recessive",0.002243,0.001568,0.001834,0.001992,0.005793,0.003284,0.000077,0.000576,0.000653,0.000706,ND,0.000706,0.00363,0.009023,0.00554,0.003825,ND,0.00572,0.005961,0.005782,0.002366,0.006967,0.003408,0,0,"A single variant (AP4S1) NM_001128126.3:c.306+3006del, frameshift in one transcript ((AP4S1) NM_001254727.2:c.431del p.(Gly144fs) explains >90% of GCF (FIN, NFE).  Not reported in the literature to our knowledge. Most likely would be classified as VUS. Gene curation for AP-4 deficiency syndrome by ClinGen: definitive. ",0.009022556,0,"yes (FIN, NFE)"
AP4E1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spastic paraplegia 51, autosomal recessive, 613744 (3), Autosomal recessive",0.00012,0.00029,0.000257,0.000358,ND,0.000358,ND,ND,ND,0.00005,ND,0.00005,0.000037,ND,0.000037,0.000347,ND,0.000056,0.000059,0.000058,0.000046,ND,0.000046,0,0,0,0.000357782,0,0
AP3B1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,0.000131,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hermansky-Pudlak syndrome 2, 608233 (3), Autosomal recessive",0.00006,ND,0.00006,ND,0.000131,0.000131,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000118,ND,0.000118,0.000023,ND,0.000023,0,0,0,0.000131199,0,0
AP1S1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000387,0.000147,0.001178,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"MEDNIK syndrome, 609313 (3), Autosomal recessive",ND,0.000145,0.000145,0.000245,0.001178,0.000563,ND,ND,ND,0.000101,0.000387,0.000134,0.000493,ND,0.000493,ND,ND,0.000101,0.000147,0.000104,0.000046,ND,0.000046,0,0,0,0.001177702,0,0
AP1B1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Keratitis-ichthyosis-deafness syndrome, autosomal recessive, 242150 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000005,0.000029,0.000007,0.000023,ND,0.000023,0,0,0,2.94E-05,0,0
ALDH1A2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000388,0.000059,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Diaphragmatic hernia 4, with cardiovascular defects, 620025 (3), Autosomal recessive",0.00006,ND,0.00006,0.000089,ND,0.000089,ND,ND,ND,ND,0.000388,0.000388,ND,ND,ND,ND,ND,0.000043,0.000059,0.000044,0.000023,ND,0.000023,0,0,0,0.000387747,0,0
ALB,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000529,0.006414,0.002986,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Analbuminemia, 616000 (3), Autosomal recessive",0.003268,0.002986,0.003137,0.002386,0.006414,0.00385,0.000077,ND,0.000077,0.00005,ND,0.00005,0.000037,ND,0.000037,0.003132,0.006803,0.000532,0.000529,0.000526,0.000341,ND,0.000341,0,0,0,0.006802721,0,0
ALAD,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,0.000483,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Porphyria, acute hepatic, 612740 (3), Autosomal recessive",0.00006,0.000483,0.000358,0.000138,ND,0.000138,ND,ND,ND,0.000202,ND,0.000202,ND,ND,ND,ND,ND,0.000032,ND,0.000032,0.00007,ND,0.00007,0,0,0,0.000482779,0,0
AKT2,FALSE,0,18065,0,0,0,,,,,,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKR1C2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"46XY sex reversal 8, 614279 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
ALDOA,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Glycogen storage disease XII, 611881 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000151,ND,0.000151,ND,ND,ND,ND,ND,0.000029,ND,0.000029,ND,ND,ND,0,0,0,0.000151134,0,0
ALDH6A1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000059,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Methylmalonate semialdehyde dehydrogenase deficiency, 614105 (3), Autosomal recessive",ND,ND,ND,0.000272,ND,0.000272,ND,ND,ND,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000064,0.000059,0.000065,0.000052,ND,0.000052,0,0,0,0.00027234,0,0
ALDH4A1,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000386,0.000294,0.000131,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hyperprolinemia, type II, 239510 (3), Autosomal recessive",ND,0.000048,0.000048,ND,0.000131,0.000131,ND,ND,ND,0.00005,0.000386,0.000089,ND,ND,ND,ND,ND,0.000284,0.000294,0.000286,0.000168,ND,0.000168,0,0,0,0.000385505,0,0
TTC26,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Biliary, renal, neurologic, and skeletal syndrome, 619534 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
ALG14,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder with epilepsy, behavioral abnormalities, and coarse facies, 619031 (3), Autosomal recessive; Myopathy, epilepsy, and progressive cerebral atrophy, 619036 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000003,ND,0.000003,ND,ND,ND,0,0,0,2.63E-06,0,0
ALG11,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Congenital disorder of glycosylation, type Ip, 613661 (3), Autosomal recessive",0.00006,0.000048,0.000108,0.000045,ND,0.000045,ND,ND,ND,0.000055,ND,0.000055,ND,ND,ND,ND,ND,0.000081,ND,0.000081,0.000029,ND,0.000029,0,0,0,0.000108028,0,0
UGDH,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000386,0.000647,0.000524,0.000242,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Developmental and epileptic encephalopathy 84, 618792 (3), Autosomal recessive",0.000173,0.000242,0.000415,0.000227,0.000524,0.000326,0.000077,ND,0.000077,0.000258,0.000386,0.000644,0.000753,0.001136,0.000823,0.000354,ND,0.000664,0.000647,0.000725,0.000048,ND,0.000048,0,0,0,0.001135503,0,0
UROD,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000235,0.000262,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Porphyria, hepatoerythropoietic, 176100 (3), Autosomal recessive; Porphyria cutanea tarda, 176100 (3), Autosomal recessive",0.000352,0.000097,0.000394,0.00076,0.000262,0.000879,ND,ND,ND,0.00005,ND,0.00005,0.000037,ND,0.000037,0.000347,ND,0.000228,0.000235,0.000235,0.000023,ND,0.000023,0,0,0,0.000878851,0,0
UQCRQ,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Mitochondrial complex III deficiency, nuclear type 4, 615159 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.006803,ND,ND,ND,ND,ND,ND,0,0,0,0.006802721,0,0
UQCRFS1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Mitochondrial complex III deficiency, nuclear type 10, 618775 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000037,ND,0.000037,ND,ND,0.000009,ND,0.000009,ND,ND,ND,0,0,0,3.74E-05,0,0
UQCRB,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Mitochondrial complex III deficiency, nuclear type 3, 615158 (3), Autosomal recessive",0.000777,0.000193,0.000454,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.001521,ND,0.000016,ND,0.000016,0.000023,ND,0.000023,0,0,0,0.001521491,0,0
UQCC2,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Mitochondrial complex III deficiency, nuclear type 7, 615824 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
UNG,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000176,0.000131,0.001206,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency with hyper IgM, type 5, 608106 (3), Autosomal recessive",0.001496,0.001206,0.001379,ND,0.000131,0.000131,ND,ND,ND,0.000166,ND,0.000166,ND,ND,ND,ND,ND,0.000107,0.000176,0.00014,ND,0.000414,0.000414,0,0,0,0.001495938,0,0
TSPYL1,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000088,0.000131,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Sudden infant death with dysgenesis of the testes syndrome, 608800 (3), Autosomal recessive",0.00006,0.000048,0.000053,0.000134,0.000131,0.000133,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000074,0.000088,0.000102,0.00007,ND,0.00007,0,0,0,0.000134156,0,0
TSHB,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000794,,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Hypothyroidism, congenital, nongoitrous 4, 275100 (3), Autosomal recessive",0.00012,0.000096,0.000107,0.000045,ND,0.000045,ND,ND,ND,0.000388,ND,0.000388,0.000075,ND,0.000075,ND,ND,0.000988,0.000794,0.000977,0.000122,ND,0.000122,0,0,0,0.000987682,0,0
TSEN34,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"?Pontocerebellar hypoplasia type 2C, 612390 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
TTC5,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000323,,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with cerebral atrophy and variable facial dysmorphism, 619244 (3), Autosomal recessive",0.00006,0.000097,0.000156,0.000045,ND,0.000045,0.000077,ND,0.000077,0.000101,ND,0.000101,ND,ND,ND,ND,ND,0.000122,0.000323,0.000135,0.000023,ND,0.000023,0,0,0,0.000323437,0,0
TTC29,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,0.000206,0.000262,0.006117,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,0,0,0,0,0,,,,FALSE,FALSE,"Spermatogenic failure 42, 618745 (3), Autosomal recessive",0.00617,0.006117,0.006139,0.000176,0.000262,0.000219,ND,ND,ND,0.000785,0.000385,0.00117,ND,ND,ND,0.000362,ND,0.000181,0.000206,0.00021,0.00005,ND,0.00005,0,0,"One variant contributes >90% of GCF in AFR. See suppl table 9. No ClinGen curation yet for this gene, Invitae strong for  spermatogenic failure 42",0.006170404,0,yes (AFR)
ALG2,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000441,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Congenital disorder of glycosylation, type Ii, 607906 (3), Autosomal recessive; Myasthenic syndrome, congenital, 14, with tubular aggregates, 616228 (3), Autosomal recessive",0.00006,0.000048,0.000053,0.000045,ND,0.000045,ND,ND,ND,ND,ND,ND,0.000078,ND,0.000078,ND,ND,0.000182,0.000441,0.000197,0.000047,ND,0.000047,0,0,0,0.000440995,0,0
DNAJB2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,,0.000262,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spinal muscular atrophy, distal, autosomal recessive, 5, 614881 (3), Autosomal recessive",0.00006,0.000097,0.000156,0.000959,0.000262,0.000778,0.000536,0.001152,0.000608,ND,0.000385,0.000385,0.000117,0.000377,0.000161,ND,ND,0.000076,ND,0.000076,ND,ND,ND,0,0,0,0.001152074,0,0
DDOST,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Congenital disorder of glycosylation, type Ir, 614507 (3), Autosomal recessive",ND,ND,ND,0.000045,ND,0.000045,ND,ND,ND,0.000054,ND,0.000054,ND,ND,ND,ND,ND,0.000013,ND,0.000013,0.000075,ND,0.000075,0,0,0,7.51E-05,0,0
DDHD1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000147,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spastic paraplegia 28, autosomal recessive, 609340 (3), Autosomal recessive",0.00006,ND,0.00006,0.000449,ND,0.000449,ND,ND,ND,0.000152,ND,0.000152,0.000038,ND,0.000038,0.000485,ND,0.000147,0.000147,0.000151,ND,0.000414,0.000414,0,0,0,0.000485201,0,0
DDB2,FALSE,,,,,,,,,,,22448,590031,30019,37545,0.000385,0.000294,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Xeroderma pigmentosum, group E, DDB-negative subtype, 278740 (3), Autosomal recessive",ND,0.000048,0.000048,0.000089,ND,0.000089,ND,ND,ND,0.000055,0.000385,0.00044,0.001123,0.000565,0.001031,ND,ND,0.000066,0.000294,0.000081,ND,ND,ND,0,0,0,0.001123215,0,0
DCXR,FALSE,,,,,,,,,5,0.000909,,,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCT,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000412,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Oculocutaneous albinism, type VIII, 619165 (3), Autosomal recessive",0.00012,0.000048,0.00008,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000517,0.000412,0.000511,0.000023,ND,0.000023,0,0,0,0.000516644,0,0
DCPS,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000617,0.000523,0.001157,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Al-Raqad syndrome, 616459 (3), Autosomal recessive",0.000119,0.001157,0.000801,0.000984,0.000523,0.001141,0.000077,ND,0.000077,0.001008,ND,0.001008,0.000112,0.000189,0.000131,0.002428,ND,0.000219,0.000617,0.000243,0.01783,0.01615,0.017744,0,0,0,0.01783023,0,0
DEGS1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000147,0.000131,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Leukodystrophy, hypomyelinating, 18, 618404 (3), Autosomal recessive",0.000066,ND,0.000066,0.000073,0.000131,0.000204,ND,ND,ND,0.000206,ND,0.000206,ND,ND,ND,ND,0.006329,0.000127,0.000147,0.00013,0.000151,ND,0.000151,0,0,0,0.006329114,0,0
DEF6,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Immunodeficiency 87 and autoimmunity, 619573 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0
DEAF1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000088,0.000131,0.000097,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Neurodevelopmental disorder with hypotonia, impaired expressive language, and with or without seizures, 617171 (3), Autosomal recessive",0.00006,0.000097,0.000156,0.000089,0.000131,0.000221,0.000077,ND,0.000077,0.00005,ND,0.00005,ND,ND,ND,ND,ND,0.000107,0.000088,0.000112,0.000023,ND,0.000023,0,0,0,0.000220503,0,0
DDX59,FALSE,0,18065,0,0,0,,,,,,22448,590031,30019,37545,,0.000059,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Orofaciodigital syndrome V, 174300 (3), Autosomal recessive",0.00006,ND,0.00006,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000026,0.000059,0.000056,0.000322,ND,0.000322,0,0,0,0.00032176,0,0
DDRGK1,FALSE,,,,,,,,,,,22448,590031,30019,37545,,0.000029,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spondyloepimetaphyseal dysplasia, Shohat type, 602557 (3), Autosomal recessive",ND,ND,ND,0.000053,ND,0.000053,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000015,0.000029,0.000017,0.00005,ND,0.00005,0,0,0,5.27E-05,0,0
DDR2,FALSE,1,18065,0.00006,-5.31E-05,0.000163848,,,,,,22448,590031,30019,37545,,,0.000524,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3), Autosomal recessive",ND,0.000048,0.000048,0.000089,0.000524,0.0002,0.000153,ND,0.000153,ND,ND,ND,ND,ND,ND,0.000347,ND,0.000027,ND,0.000027,0.000052,ND,0.000052,0,0,0,0.000523629,0,0
DHFR,FALSE,,,,,,,,,,,22448,590031,30019,37545,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0,0,0,0,,,,FALSE,FALSE,"Megaloblastic anemia due to dihydrofolate reductase deficiency, 613839 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000006,ND,0.000006,0.000059,ND,0.000059,0,0,0,5.88E-05,0,0
